loan_id,month_index,reporting_month,origination_month,loan_age_months,remaining_term_months,original_balance,current_balance,interest_rate,credit_score_band,ltv_band,dti_band,state,loan_purpose,occupancy_type,property_type,servicer_name,current_status,days_past_due,modification_flag,prepayment_flag,default_flag,loss_severity_band,last_updated_at,source_system,document_status,next_3m_delinquency_flag,next_6m_delinquency_flag,next_12m_default_flag,next_12m_prepayment_flag,next_state,exception_required,exception_type
L000090,10.0,2021-02,2020-04,11.0,349.0,385000.0,373236.1111111112,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284034,SystemB,Complete,0,0,0,0,Current,0,None
L000090,11.0,2021-03,2020-04,12.0,348.0,385000.0,372166.66666666674,4.55,780+,,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Current,0.0,0.0,,0.0,None,2026-08-25T20:24:24.284075,SystemA,Under Review,0,0,0,1,Current,0,None
L000090,12.0,2021-04,2020-04,13.0,347.0,385000.0,371097.2222222223,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284116,SystemB,Under Review,1,0,0,1,Current,0,None
L000090,13.0,2021-05,2020-04,14.0,346.0,385000.0,370027.77777777787,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Current,0.0,0.0,0.0,0.0,,2026-08-25T20:24:24.284156,SystemB,Partial,0,0,0,1,Current,0,None
L000090,14.0,2021-06,2020-04,15.0,345.0,385000.0,368958.33333333343,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284197,SystemA,Under Review,0,0,0,0,Current,0,None
L000090,15.0,2021-07,2020-04,16.0,344.0,385000.0,367888.888888889,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,30DPD,30.0,0.0,0.0,,None,2026-08-25T20:24:24.284236,SystemB,Under Review,1,1,0,0,30DPD,0,None
L000090,16.0,2021-08,2020-04,17.0,343.0,385000.0,366819.44444444455,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,30DPD,30.0,0.0,0.0,0.0,None,,SystemB,Missing,1,1,0,0,30DPD,0,None
L000090,17.0,2021-09,2020-04,18.0,342.0,385000.0,365750.0000000001,4.55,780+,81-90,,NC,Refinance,,Single Family,Servicer_D,30DPD,30.0,0.0,0.0,0.0,None,,,Missing,1,1,0,0,30DPD,1,Document_Gap
L000090,18.0,2021-10,2020-04,19.0,341.0,385000.0,364680.5555555557,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,30DPD,30.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284354,SystemA,Complete,1,1,0,0,30DPD,0,None
L000090,19.0,2021-11,2020-04,20.0,340.0,385000.0,363611.11111111124,4.55,,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284391,SystemA,Under Review,1,1,1,0,60DPD,0,None
L000090,,2021-12,2020-04,,339.0,385000.0,362541.6666666668,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284427,SystemA,Partial,1,1,1,0,60DPD,0,None
L000090,21.0,2022-01,2020-04,22.0,338.0,385000.0,361472.22222222236,4.55,780+,81-90,<=20,NC,Refinance,,Single Family,Servicer_C,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284466,,Complete,1,1,1,0,60DPD,0,None
L000090,22.0,2022-02,2020-04,,,385000.0,360402.7777777779,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,90DPD,90.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284503,SystemB,Missing,1,1,1,0,90DPD,0,None
L000090,23.0,2022-03,2020-04,24.0,336.0,385000.0,359333.3333333335,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,90DPD,90.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284543,SystemB,Partial,1,1,1,0,90DPD,1,Document_Gap
L000090,24.0,2022-04,2020-04,25.0,335.0,385000.0,358263.88888888905,,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,90DPD,90.0,0.0,,0.0,None,2026-08-25T20:24:24.284585,SystemB,Missing,1,1,1,0,90DPD,0,None
L000090,25.0,2022-05,2020-04,26.0,334.0,385000.0,357194.4444444446,4.55,,81-90,<=20,NC,Refinance,Investment,Single Family,,90DPD,90.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.284620,SystemA,Missing,1,1,1,0,90DPD,0,None
L000090,26.0,2022-06,2020-04,27.0,333.0,385000.0,356125.0000000002,4.55,780+,81-90,<=20,,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.284664,SystemA,Complete,1,1,1,0,Default,0,None
L000090,27.0,2022-07,2020-04,28.0,332.0,385000.0,355055.55555555574,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.284705,SystemA,Complete,1,1,1,0,Default,0,None
L000090,28.0,2022-08,2020-04,29.0,331.0,385000.0,353986.1111111113,,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.284750,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,29.0,2022-09,2020-04,,330.0,385000.0,,4.55,780+,81-90,<=20,,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,,2026-08-25T20:24:24.284790,SystemA,Partial,1,1,1,0,Default,1,Status_Conflict
L000090,30.0,2022-10,2020-04,31.0,329.0,385000.0,351847.2222222224,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,,2026-08-25T20:24:24.284835,SystemA,Partial,1,1,1,0,Default,0,None
L000090,,2022-11,2020-04,32.0,328.0,385000.0,350777.777777778,4.55,780+,81-90,,NC,Refinance,Investment,,Servicer_D,Default,120.0,1.0,0.0,1.0,0-20%,2026-08-25T20:24:24.284877,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,32.0,2022-12,2020-04,33.0,327.0,385000.0,349708.33333333355,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.284921,SystemB,Complete,1,1,1,0,Default,0,None
L000090,33.0,2023-01,2020-04,,326.0,385000.0,348638.8888888891,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,40-60%,2026-08-25T20:24:24.284962,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,34.0,2023-02,2020-04,35.0,325.0,385000.0,347569.44444444467,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.285004,SystemA,Complete,1,1,1,0,Default,0,None
L000090,,2023-03,2020-04,36.0,324.0,385000.0,346500.00000000023,4.55,780+,81-90,,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.285044,SystemA,Missing,1,1,1,0,Default,0,None
L000090,36.0,2023-04,2020-04,,323.0,385000.0,345430.5555555558,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285084,SystemB,Partial,1,1,1,0,Default,0,None
L000090,37.0,2023-05,2020-04,38.0,322.0,385000.0,344361.11111111136,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.285124,SystemB,Missing,1,1,1,0,Default,0,None
L000090,38.0,2023-06,2020-04,39.0,321.0,385000.0,343291.6666666669,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285166,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,39.0,2023-07,2020-04,40.0,320.0,385000.0,342222.2222222225,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285205,SystemB,Partial,1,1,1,0,Default,0,None
L000090,40.0,2023-08,2020-04,41.0,319.0,385000.0,341152.77777777804,4.55,,,<=20,NC,Refinance,Investment,Single Family,Servicer_B,,120.0,1.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285245,SystemA,Partial,1,1,1,0,Default,0,None
L000090,41.0,2023-09,2020-04,42.0,318.0,385000.0,340083.3333333336,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.285283,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,42.0,2023-10,2020-04,43.0,317.0,385000.0,339013.88888888917,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,1.0,0.0,1.0,60-80%,,SystemB,Partial,1,1,1,0,Default,0,None
L000090,43.0,2023-11,2020-04,44.0,316.0,385000.0,337944.4444444447,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.285364,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,44.0,2023-12,2020-04,45.0,315.0,385000.0,336875.0000000003,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,,0.0,0.0,1.0,,2026-08-25T20:24:24.285403,SystemB,Missing,1,1,1,0,Default,0,None
L000090,45.0,2024-01,2020-04,46.0,314.0,385000.0,335805.55555555585,4.55,780+,81-90,<=20,NC,,Investment,Single Family,,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.285461,SystemB,Partial,1,1,1,0,Default,0,None
L000090,46.0,2024-02,2020-04,47.0,313.0,385000.0,334736.1111111114,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285509,SystemA,Complete,1,1,1,0,Default,0,None
L000090,47.0,2024-03,2020-04,48.0,312.0,385000.0,333666.666666667,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.285552,SystemB,Complete,1,1,1,0,Default,0,None
L000090,48.0,2024-04,2020-04,49.0,311.0,385000.0,332597.22222222254,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.285594,SystemB,Partial,1,1,1,0,Default,0,None
L000090,49.0,2024-05,2020-04,50.0,310.0,385000.0,331527.7777777781,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.285634,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,50.0,2024-06,2020-04,51.0,309.0,385000.0,330458.33333333366,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285673,SystemA,Complete,1,1,1,0,Default,0,None
L000090,51.0,2024-07,2020-04,52.0,308.0,385000.0,329388.8888888892,4.55,780+,81-90,<=20,,,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,80-100%,,SystemB,Partial,1,1,1,0,Default,0,None
L000090,52.0,2024-08,2020-04,53.0,,385000.0,328319.4444444448,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,,,120.0,0.0,0.0,,0-20%,2026-08-25T20:24:24.285755,SystemA,Partial,1,1,1,0,Default,0,None
L000090,53.0,2024-09,2020-04,54.0,,,327250.00000000035,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.285795,SystemB,Complete,1,1,1,0,Default,1,Status_Conflict
L000090,54.0,2024-10,2020-04,55.0,305.0,385000.0,,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,,Default,120.0,0.0,,1.0,40-60%,2026-08-25T20:24:24.285840,SystemA,,1,1,1,0,Default,0,None
L000090,55.0,2024-11,2020-04,56.0,304.0,385000.0,325111.1111111115,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,,1.0,20-40%,2026-08-25T20:24:24.285879,SystemB,Complete,1,1,1,0,Default,0,None
L000090,56.0,2024-12,2020-04,57.0,303.0,385000.0,324041.66666666704,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.285918,SystemB,Complete,1,1,1,0,Default,0,None
L000090,57.0,2025-01,2020-04,,302.0,385000.0,322972.2222222226,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,,0.0,1.0,20-40%,2026-08-25T20:24:24.285958,SystemB,Complete,1,1,1,0,Default,0,None
L000090,58.0,2025-02,2020-04,59.0,301.0,385000.0,321902.77777777816,4.55,780+,81-90,<=20,NC,Refinance,Investment,,Servicer_C,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.285998,SystemA,Missing,1,1,1,0,Default,0,None
L000090,59.0,2025-03,2020-04,60.0,300.0,385000.0,320833.3333333337,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.286038,SystemB,,1,1,1,0,Default,0,None
L000090,60.0,2025-04,2020-04,61.0,299.0,385000.0,319763.8888888893,4.55,780+,81-90,<=20,NC,,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,,0-20%,2026-08-25T20:24:24.286078,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,61.0,2025-05,2020-04,62.0,298.0,385000.0,318694.44444444485,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,40-60%,2026-08-25T20:24:24.286118,SystemB,Complete,1,1,1,0,Default,0,None
L000090,62.0,2025-06,2020-04,63.0,297.0,385000.0,,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,,0-20%,2026-08-25T20:24:24.286158,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,63.0,2025-07,2020-04,64.0,296.0,385000.0,316555.55555555597,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.286200,SystemB,Missing,1,1,1,0,Default,0,None
L000090,64.0,2025-08,2020-04,65.0,295.0,385000.0,315486.11111111153,4.55,,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.286241,SystemA,Partial,1,1,1,0,Default,0,None
L000090,65.0,2025-09,2020-04,66.0,294.0,385000.0,314416.6666666671,4.55,780+,81-90,<=20,,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,,2026-08-25T20:24:24.286280,SystemA,,1,1,1,0,Default,0,None
L000090,66.0,2025-10,2020-04,67.0,293.0,385000.0,,4.55,780+,81-90,<=20,NC,,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.286319,SystemB,Missing,1,1,1,0,Default,0,None
L000090,67.0,2025-11,2020-04,68.0,292.0,385000.0,312277.7777777782,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.286363,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,68.0,2025-12,2020-04,69.0,291.0,385000.0,311208.3333333338,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.286405,SystemA,Complete,1,1,1,0,Default,0,None
L000090,69.0,2026-01,2020-04,70.0,290.0,385000.0,310138.88888888934,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.286447,SystemA,Partial,1,1,1,0,Default,0,None
L000090,70.0,2026-02,2020-04,71.0,289.0,385000.0,309069.4444444449,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.286488,SystemA,Missing,1,1,1,0,Default,0,None
L000090,71.0,2026-03,2020-04,72.0,288.0,385000.0,308000.00000000047,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.286528,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,72.0,2026-04,2020-04,73.0,287.0,385000.0,306930.555555556,,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,40-60%,2026-08-25T20:24:24.286571,SystemA,Complete,1,1,1,0,Default,0,None
L000090,73.0,2026-05,2020-04,74.0,286.0,385000.0,305861.1111111116,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.286611,SystemA,Partial,1,1,1,0,Default,0,None
L000090,74.0,2026-06,2020-04,75.0,285.0,385000.0,304791.66666666715,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.286652,SystemB,Missing,1,1,1,0,Default,0,None
L000090,75.0,2026-07,2020-04,76.0,284.0,385000.0,303722.2222222227,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.286695,SystemB,Under Review,1,1,1,0,Default,1,Balance_Discrepancy
L000090,76.0,2026-08,2020-04,77.0,283.0,385000.0,302652.7777777783,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.286740,SystemB,Missing,1,1,1,0,Default,0,None
L000090,77.0,2026-09,2020-04,78.0,282.0,,301583.33333333384,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.286779,SystemB,Missing,1,1,1,0,Default,0,None
L000090,78.0,2026-10,2020-04,79.0,281.0,385000.0,300513.8888888894,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,,0.0,1.0,20-40%,2026-08-25T20:24:24.286817,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,79.0,2026-11,2020-04,80.0,280.0,385000.0,299444.44444444496,4.55,780+,81-90,<=20,NC,Refinance,,Single Family,Servicer_D,Default,120.0,0.0,,1.0,60-80%,2026-08-25T20:24:24.286855,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,80.0,2026-12,2020-04,81.0,279.0,385000.0,298375.0000000005,,780+,81-90,<=20,NC,Refinance,,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.286894,SystemA,Missing,1,1,1,0,Default,0,None
L000090,81.0,2027-01,2020-04,82.0,278.0,385000.0,297305.5555555561,4.55,780+,81-90,<=20,,Refinance,Investment,Single Family,Servicer_C,Default,120.0,,0.0,1.0,40-60%,2026-08-25T20:24:24.287000,SystemA,Partial,1,1,1,0,Default,0,None
L000090,82.0,2027-02,2020-04,83.0,277.0,385000.0,296236.11111111165,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.287042,SystemB,Missing,1,1,1,0,Default,0,None
L000090,83.0,2027-03,2020-04,84.0,276.0,385000.0,295166.6666666672,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,20-40%,2026-08-25T20:24:24.287082,SystemA,Complete,1,1,1,0,Default,0,None
L000090,84.0,2027-04,2020-04,85.0,275.0,385000.0,294097.2222222228,,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,,0-20%,2026-08-25T20:24:24.287122,SystemA,Missing,1,1,1,0,Default,0,None
L000090,85.0,2027-05,2020-04,86.0,274.0,385000.0,293027.77777777833,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.287162,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,86.0,2027-06,2020-04,87.0,273.0,385000.0,291958.3333333339,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_B,Default,120.0,0.0,0.0,1.0,60-80%,2026-08-25T20:24:24.287202,SystemA,Under Review,1,1,1,0,Default,0,None
L000090,87.0,2027-07,2020-04,88.0,272.0,385000.0,290888.88888888946,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_D,Default,120.0,0.0,0.0,1.0,0-20%,2026-08-25T20:24:24.287242,SystemA,Partial,1,1,1,0,Default,0,None
L000090,88.0,2027-08,2020-04,89.0,271.0,385000.0,289819.444444445,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,,1.0,80-100%,2026-08-25T20:24:24.287281,SystemB,Under Review,1,1,1,0,Default,0,None
L000090,89.0,2027-09,2020-04,90.0,270.0,385000.0,288750.0000000006,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,,Default,120.0,0.0,0.0,1.0,20-40%,,SystemA,Missing,1,1,1,0,Default,0,None
L000090,90.0,2027-10,2020-04,,269.0,385000.0,287680.55555555614,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.287360,SystemB,Complete,1,1,1,0,Default,0,None
L000090,91.0,2027-11,2020-04,92.0,268.0,385000.0,286611.1111111117,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.287399,SystemB,,1,1,1,0,Default,0,None
L000090,92.0,2027-12,2020-04,93.0,267.0,385000.0,285541.66666666727,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_A,,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.287457,SystemB,Complete,1,1,1,0,Default,0,None
L000090,93.0,2028-01,2020-04,94.0,266.0,,,4.55,780+,81-90,<=20,NC,Refinance,Investment,Single Family,Servicer_C,Default,120.0,0.0,0.0,1.0,80-100%,2026-08-25T20:24:24.287510,SystemA,,1,1,1,0,Default,0,None
L000132,0.0,2020-04,2020-04,1.0,359.0,367000.0,365980.55555555556,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287644,SystemB,Complete,0,1,0,0,Current,0,None
L000132,1.0,2020-05,2020-04,,358.0,367000.0,,3.56,700-739,71-80,>50,,Cash-Out Refinance,Second Home,Condo,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287687,SystemB,Missing,0,0,0,1,Current,0,None
L000132,2.0,2020-06,2020-04,3.0,357.0,367000.0,363941.6666666667,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287727,SystemB,Missing,0,0,0,0,Current,0,None
L000132,3.0,2020-07,2020-04,4.0,356.0,367000.0,362922.22222222225,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,,2026-08-25T20:24:24.287766,SystemA,Partial,0,1,0,0,Current,0,None
L000132,4.0,2020-08,2020-04,5.0,355.0,367000.0,361902.7777777778,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287805,SystemA,Partial,1,0,0,0,Current,0,None
L000132,5.0,2020-09,2020-04,6.0,354.0,367000.0,360883.3333333334,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287844,SystemB,Partial,0,0,0,0,Current,0,None
L000132,6.0,2020-10,2020-04,7.0,,367000.0,359863.88888888893,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287883,SystemA,Partial,0,0,0,0,Current,0,None
L000132,7.0,2020-11,2020-04,8.0,352.0,367000.0,358844.4444444445,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287922,SystemB,Missing,1,0,0,0,30DPD,0,None
L000132,8.0,2020-12,2020-04,9.0,351.0,367000.0,357825.00000000006,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_A,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.287962,SystemA,Missing,0,0,0,0,Current,0,None
L000132,,2021-01,2020-04,10.0,350.0,367000.0,356805.5555555556,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_C,Current,0.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.288000,SystemA,Complete,0,0,0,0,Current,0,None
L000132,10.0,2021-02,2020-04,11.0,349.0,367000.0,355786.1111111112,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,30DPD,30.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.288038,SystemA,Missing,1,1,0,0,Current,0,None
L000132,11.0,2021-03,2020-04,12.0,348.0,367000.0,354766.66666666674,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,30DPD,,0.0,0.0,0.0,None,2026-08-25T20:24:24.288077,SystemB,Partial,1,1,0,0,30DPD,0,None
L000132,12.0,2021-04,2020-04,13.0,347.0,,353747.2222222223,3.56,700-739,,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_B,30DPD,30.0,,0.0,0.0,None,2026-08-25T20:24:24.288115,SystemB,Complete,1,1,0,0,60DPD,0,None
L000132,13.0,2021-05,2020-04,14.0,346.0,367000.0,352727.77777777787,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_D,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.288152,SystemB,Complete,1,1,1,0,60DPD,0,None
L000132,14.0,2021-06,2020-04,15.0,345.0,367000.0,351708.33333333343,3.56,700-739,71-80,>50,IN,Cash-Out Refinance,Second Home,Condo,Servicer_C,60DPD,60.0,0.0,0.0,0.0,None,2026-08-25T20:24:24.288190,SystemB,Complete,1,1,1,0,60DPD,0,None
