loan_id,update_date,field_updated,old_value,new_value,servicer_name,source_system
L000306,2026-06-05,interest_rate,136058,160369,Servicer_A,SystemB
L000040,2026-06-25,current_balance,167560,163960,Servicer_C,SystemA
L000348,2026-05-25,current_balance,182657,179890,Servicer_D,SystemB
L000227,2026-06-14,interest_rate,189525,159568,Servicer_D,SystemB
L000307,2026-06-16,current_balance,196771,134493,Servicer_A,SystemB
L000051,2026-06-13,current_status,145828,142750,Servicer_A,SystemB
L000411,2026-08-18,current_status,101204,137511,Servicer_D,SystemA
L000260,2026-07-05,current_balance,136417,179272,Servicer_C,SystemA
L000215,2026-08-10,interest_rate,181360,113791,Servicer_D,SystemB
L000107,2026-07-25,interest_rate,111090,189822,Servicer_D,SystemB
L000143,2026-08-03,interest_rate,118212,100340,Servicer_D,SystemB
L000220,2026-07-31,current_status,115776,97824,Servicer_C,SystemA
L000162,2026-07-07,interest_rate,191279,98287,Servicer_B,SystemB
L000210,2026-08-21,current_balance,164689,147340,Servicer_B,SystemA
L000106,2026-08-01,current_balance,141839,141926,Servicer_B,SystemB
L000068,2026-06-20,current_balance,107103,127560,Servicer_B,SystemB
L000341,2026-08-09,current_status,194918,183994,Servicer_B,SystemA
L000005,2026-06-02,interest_rate,187111,92010,Servicer_A,SystemA
L000479,2026-06-25,current_balance,193212,160436,Servicer_B,SystemB
L000329,2026-08-11,current_balance,119984,91878,Servicer_D,SystemA
L000262,2026-08-12,current_balance,155383,187452,Servicer_B,SystemA
L000415,2026-08-24,current_status,189603,175015,Servicer_D,SystemB
L000201,2026-07-14,interest_rate,185559,145013,Servicer_A,SystemB
L000272,2026-07-19,current_status,125891,125858,Servicer_A,SystemB
L000003,2026-06-04,current_status,112775,135586,Servicer_D,SystemB
L000079,2026-07-25,current_balance,101234,124319,Servicer_B,SystemA
L000070,2026-07-03,interest_rate,183253,187562,Servicer_A,SystemA
L000101,2026-05-26,current_status,155377,123087,Servicer_C,SystemA
L000411,2026-05-31,interest_rate,100180,93667,Servicer_C,SystemA
L000160,2026-06-03,current_status,115545,169178,Servicer_A,SystemA
L000391,2026-06-07,current_balance,155111,173420,Servicer_B,SystemB
L000262,2026-06-06,interest_rate,183255,110849,Servicer_A,SystemA
L000167,2026-08-12,interest_rate,167402,120235,Servicer_D,SystemA
L000147,2026-08-04,current_status,196593,174174,Servicer_A,SystemB
L000437,2026-06-19,current_balance,165683,109606,Servicer_D,SystemA
L000343,2026-06-26,current_balance,150391,145808,Servicer_D,SystemA
L000286,2026-07-31,current_balance,147446,181641,Servicer_B,SystemA
L000376,2026-06-27,current_status,136718,153725,Servicer_C,SystemB
L000016,2026-07-07,current_balance,149001,116887,Servicer_B,SystemA
L000293,2026-06-26,current_balance,126680,185947,Servicer_D,SystemA
L000247,2026-07-21,interest_rate,101846,109552,Servicer_A,SystemB
L000474,2026-06-20,interest_rate,149209,141335,Servicer_A,SystemB
L000060,2026-08-17,current_balance,132453,150639,Servicer_C,SystemB
L000375,2026-06-08,current_status,115736,117331,Servicer_D,SystemB
L000038,2026-07-27,interest_rate,134016,156010,Servicer_C,SystemB
L000010,2026-08-17,interest_rate,120549,123863,Servicer_C,SystemA
L000062,2026-07-11,current_status,167988,155031,Servicer_B,SystemA
L000468,2026-05-29,current_balance,104481,152229,Servicer_A,SystemA
L000234,2026-07-12,current_status,188430,175774,Servicer_C,SystemA
L000037,2026-07-22,current_balance,172896,111930,Servicer_C,SystemB
L000148,2026-07-30,current_balance,116704,92544,Servicer_A,SystemB
L000119,2026-05-30,interest_rate,121440,126600,Servicer_A,SystemB
L000052,2026-07-02,interest_rate,190579,152776,Servicer_D,SystemB
L000388,2026-05-23,current_balance,118711,179833,Servicer_B,SystemB
L000338,2026-07-12,interest_rate,184369,145603,Servicer_A,SystemA
L000091,2026-07-13,current_balance,140791,107335,Servicer_D,SystemA
L000412,2026-08-04,current_balance,114415,92420,Servicer_B,SystemB
L000037,2026-06-14,interest_rate,120580,166242,Servicer_D,SystemA
L000500,2026-07-21,current_status,149063,95337,Servicer_D,SystemB
L000368,2026-08-02,interest_rate,187153,97226,Servicer_B,SystemB
L000286,2026-05-30,interest_rate,165938,96194,Servicer_B,SystemA
L000110,2026-08-15,current_balance,111574,95586,Servicer_C,SystemA
L000500,2026-08-23,current_status,152081,153781,Servicer_B,SystemA
L000082,2026-06-22,interest_rate,135675,159619,Servicer_C,SystemA
L000247,2026-06-10,current_status,141919,121360,Servicer_B,SystemB
L000260,2026-07-31,interest_rate,100953,153618,Servicer_A,SystemA
L000437,2026-07-16,current_status,147538,117423,Servicer_D,SystemA
L000144,2026-08-06,current_status,108530,106761,Servicer_B,SystemA
L000360,2026-07-14,interest_rate,102518,146383,Servicer_A,SystemA
L000008,2026-08-24,current_balance,188149,98528,Servicer_D,SystemB
L000474,2026-06-25,interest_rate,181005,166994,Servicer_C,SystemA
L000015,2026-07-30,current_status,165648,100826,Servicer_D,SystemB
L000305,2026-08-22,current_status,114845,161747,Servicer_B,SystemB
L000117,2026-06-05,current_status,110698,161273,Servicer_C,SystemA
L000089,2026-06-23,current_status,189666,175556,Servicer_A,SystemB
L000211,2026-07-20,current_balance,169403,183971,Servicer_B,SystemB
L000435,2026-05-22,current_status,121922,104711,Servicer_A,SystemA
L000291,2026-08-07,current_status,152702,189050,Servicer_A,SystemA
L000392,2026-06-11,current_balance,149301,151512,Servicer_C,SystemB
L000438,2026-06-12,interest_rate,172989,112245,Servicer_C,SystemA
L000449,2026-06-24,current_balance,185475,96366,Servicer_D,SystemA
L000471,2026-08-09,interest_rate,190237,182454,Servicer_B,SystemB
L000204,2026-07-19,interest_rate,180163,125472,Servicer_A,SystemA
L000311,2026-08-15,current_balance,121956,97749,Servicer_B,SystemB
L000466,2026-07-05,interest_rate,166068,134728,Servicer_B,SystemB
L000300,2026-08-07,interest_rate,115162,119984,Servicer_D,SystemB
L000412,2026-08-04,interest_rate,194817,173890,Servicer_B,SystemB
L000180,2026-06-23,current_status,100837,177824,Servicer_B,SystemA
L000361,2026-08-11,current_status,180736,175758,Servicer_A,SystemA
L000358,2026-07-23,interest_rate,149827,186974,Servicer_C,SystemA
L000376,2026-05-31,current_status,112057,176087,Servicer_D,SystemA
L000320,2026-06-12,interest_rate,109244,158088,Servicer_D,SystemA
L000463,2026-07-12,current_status,137538,142583,Servicer_C,SystemA
L000314,2026-08-02,interest_rate,118340,157742,Servicer_A,SystemB
L000344,2026-08-10,current_balance,165238,92402,Servicer_D,SystemA
L000390,2026-08-22,interest_rate,155195,177919,Servicer_C,SystemB
L000367,2026-07-13,interest_rate,127866,102462,Servicer_C,SystemA
L000278,2026-08-18,current_status,186481,179023,Servicer_B,SystemB
L000493,2026-08-23,current_balance,129395,186342,Servicer_D,SystemB
L000477,2026-06-08,current_status,102649,100872,Servicer_B,SystemB
L000442,2026-08-04,interest_rate,120093,91149,Servicer_C,SystemB
L000085,2026-07-06,current_status,198626,166264,Servicer_A,SystemA
L000441,2026-08-03,current_balance,176968,160868,Servicer_A,SystemA
L000139,2026-06-09,interest_rate,131898,137368,Servicer_A,SystemB
L000193,2026-06-25,current_status,111078,182896,Servicer_C,SystemA
L000286,2026-05-19,interest_rate,117404,179854,Servicer_B,SystemA
L000186,2026-06-06,current_balance,139885,162645,Servicer_A,SystemA
L000322,2026-08-04,interest_rate,114989,128670,Servicer_B,SystemB
L000383,2026-07-05,interest_rate,105340,163394,Servicer_D,SystemB
L000162,2026-08-01,current_balance,116536,137743,Servicer_D,SystemB
L000071,2026-06-29,interest_rate,169824,113805,Servicer_D,SystemA
L000416,2026-05-19,interest_rate,194294,115795,Servicer_B,SystemB
L000305,2026-07-16,current_status,143961,157316,Servicer_A,SystemB
L000044,2026-07-30,current_balance,159190,112704,Servicer_A,SystemB
L000172,2026-07-30,current_status,121640,149944,Servicer_D,SystemA
L000208,2026-07-25,current_balance,132153,158783,Servicer_A,SystemB
L000261,2026-05-23,current_status,132211,122514,Servicer_D,SystemA
L000203,2026-07-23,current_balance,157297,145599,Servicer_D,SystemA
L000087,2026-06-13,interest_rate,155011,99031,Servicer_B,SystemA
L000381,2026-06-22,interest_rate,163673,161915,Servicer_B,SystemB
L000081,2026-07-04,current_balance,106188,115945,Servicer_D,SystemB
L000456,2026-07-03,current_status,102311,173158,Servicer_C,SystemB
L000158,2026-07-15,current_balance,104890,92973,Servicer_B,SystemA
L000343,2026-08-19,current_status,162385,181700,Servicer_B,SystemB
L000463,2026-06-20,interest_rate,183182,151075,Servicer_C,SystemB
L000183,2026-07-31,current_balance,154877,131914,Servicer_B,SystemA
L000011,2026-08-19,interest_rate,170848,161645,Servicer_B,SystemA
L000102,2026-08-02,current_status,196263,154797,Servicer_B,SystemB
L000320,2026-05-19,interest_rate,182992,90520,Servicer_C,SystemA
L000442,2026-07-17,interest_rate,133988,146018,Servicer_D,SystemA
L000473,2026-08-14,current_status,183407,123340,Servicer_D,SystemB
L000091,2026-08-06,interest_rate,118797,149151,Servicer_B,SystemA
L000063,2026-06-10,current_status,158363,94426,Servicer_C,SystemB
L000472,2026-06-26,current_status,166425,115043,Servicer_C,SystemA
L000480,2026-07-12,current_balance,139966,99750,Servicer_C,SystemA
L000497,2026-07-19,interest_rate,124043,152648,Servicer_B,SystemB
L000301,2026-05-21,current_status,188139,125272,Servicer_D,SystemA
L000180,2026-08-06,current_status,188342,116304,Servicer_D,SystemB
L000207,2026-06-02,current_balance,116143,101535,Servicer_D,SystemA
L000026,2026-07-17,current_balance,165640,140155,Servicer_B,SystemB
L000080,2026-06-01,current_balance,151708,128863,Servicer_D,SystemB
L000467,2026-06-24,current_status,143237,130993,Servicer_D,SystemB
L000334,2026-07-14,interest_rate,114642,154228,Servicer_B,SystemB
L000299,2026-06-26,current_balance,166984,97637,Servicer_C,SystemA
L000164,2026-05-23,current_balance,109441,121240,Servicer_B,SystemA
L000051,2026-07-07,current_balance,162311,132564,Servicer_A,SystemA
L000397,2026-07-24,current_status,199621,184152,Servicer_D,SystemA
L000302,2026-05-26,current_balance,157236,91946,Servicer_B,SystemA
L000035,2026-08-16,current_status,159722,156325,Servicer_A,SystemA
L000335,2026-06-29,current_status,197086,149724,Servicer_D,SystemA
L000132,2026-08-21,current_status,162664,106776,Servicer_B,SystemA
L000260,2026-06-15,current_status,151974,100430,Servicer_A,SystemB
L000455,2026-06-04,current_balance,126154,136508,Servicer_D,SystemA
L000107,2026-07-12,interest_rate,118125,182302,Servicer_D,SystemA
L000115,2026-05-29,current_balance,178500,180821,Servicer_A,SystemA
L000352,2026-07-27,current_balance,181988,130845,Servicer_C,SystemA
L000345,2026-06-03,current_status,171422,118359,Servicer_D,SystemB
L000500,2026-06-12,interest_rate,131426,110478,Servicer_B,SystemA
L000204,2026-06-12,interest_rate,176203,130880,Servicer_A,SystemB
L000345,2026-07-03,current_status,171213,98590,Servicer_A,SystemA
L000453,2026-08-06,current_status,178767,125181,Servicer_D,SystemA
L000475,2026-08-20,interest_rate,119410,90477,Servicer_C,SystemA
L000161,2026-07-08,current_status,159716,170445,Servicer_C,SystemB
L000347,2026-08-14,current_balance,138665,188406,Servicer_B,SystemA
L000123,2026-06-05,current_balance,147932,123831,Servicer_C,SystemA
L000183,2026-08-23,current_balance,197340,144343,Servicer_C,SystemA
L000223,2026-08-24,current_balance,127315,142244,Servicer_A,SystemA
L000138,2026-06-15,current_status,107369,152587,Servicer_D,SystemA
L000012,2026-05-31,current_status,192281,115616,Servicer_C,SystemB
L000343,2026-05-20,interest_rate,181257,149345,Servicer_A,SystemA
L000463,2026-08-23,interest_rate,107105,108216,Servicer_B,SystemA
L000023,2026-07-10,interest_rate,110112,129037,Servicer_C,SystemA
L000306,2026-07-24,current_balance,190676,134426,Servicer_C,SystemA
L000130,2026-06-24,current_status,178003,172861,Servicer_C,SystemB
L000151,2026-07-30,current_status,129907,154738,Servicer_A,SystemA
L000021,2026-05-20,current_balance,158694,141690,Servicer_C,SystemA
L000090,2026-06-04,interest_rate,111464,134412,Servicer_B,SystemB
L000289,2026-08-05,current_status,151980,102813,Servicer_A,SystemB
L000477,2026-06-13,interest_rate,130225,131714,Servicer_A,SystemB
L000148,2026-08-06,interest_rate,184725,138905,Servicer_C,SystemA
L000381,2026-05-21,current_balance,138654,180359,Servicer_D,SystemB
L000068,2026-06-22,current_balance,121066,115098,Servicer_D,SystemA
L000333,2026-07-19,current_status,181566,143278,Servicer_A,SystemA
L000143,2026-07-27,current_status,183559,126035,Servicer_D,SystemA
L000102,2026-06-12,current_balance,130443,155605,Servicer_A,SystemA
L000496,2026-05-25,interest_rate,133521,158681,Servicer_A,SystemA
L000314,2026-05-18,current_status,193497,175696,Servicer_C,SystemB
L000224,2026-06-02,interest_rate,160857,98915,Servicer_B,SystemB
L000439,2026-07-09,current_balance,116094,135991,Servicer_C,SystemA
L000236,2026-06-18,current_status,195079,131948,Servicer_D,SystemB
L000456,2026-05-23,interest_rate,147748,146683,Servicer_D,SystemB
L000433,2026-07-22,current_balance,174792,143555,Servicer_D,SystemB
L000303,2026-07-05,current_status,174766,172217,Servicer_D,SystemB
L000030,2026-08-08,current_balance,141987,117264,Servicer_B,SystemA
L000336,2026-05-31,current_status,176625,185393,Servicer_D,SystemA
L000156,2026-06-26,current_status,105500,184123,Servicer_B,SystemB
L000095,2026-06-17,current_balance,138223,104663,Servicer_A,SystemA
L000395,2026-06-06,current_balance,170572,124442,Servicer_B,SystemA
L000099,2026-07-16,current_status,187698,176981,Servicer_C,SystemA
L000252,2026-08-03,current_status,195846,95200,Servicer_D,SystemA
L000491,2026-08-05,current_balance,154390,169583,Servicer_C,SystemA
L000130,2026-08-08,current_balance,153463,167905,Servicer_B,SystemB
L000180,2026-05-25,current_balance,174387,116012,Servicer_D,SystemB
L000494,2026-07-26,current_status,148423,180050,Servicer_D,SystemB
L000024,2026-08-08,current_balance,160424,179122,Servicer_D,SystemA
L000297,2026-07-25,interest_rate,108679,100662,Servicer_A,SystemA
L000277,2026-06-21,current_balance,105076,108057,Servicer_B,SystemA
L000326,2026-06-16,current_balance,113987,171495,Servicer_A,SystemA
L000272,2026-07-03,interest_rate,145373,96334,Servicer_C,SystemB
L000014,2026-06-10,interest_rate,198790,167668,Servicer_C,SystemA
L000184,2026-05-28,current_status,196485,118782,Servicer_A,SystemB
L000309,2026-06-04,current_balance,125067,187068,Servicer_D,SystemA
L000388,2026-06-18,interest_rate,189841,112241,Servicer_D,SystemA
L000431,2026-06-25,interest_rate,151235,113610,Servicer_A,SystemB
L000123,2026-08-11,current_balance,125238,158826,Servicer_C,SystemA
L000122,2026-07-06,current_status,121556,160431,Servicer_A,SystemB
L000110,2026-08-05,interest_rate,147316,136589,Servicer_A,SystemA
L000326,2026-08-11,current_status,112228,166165,Servicer_B,SystemA
L000087,2026-06-19,interest_rate,126167,107163,Servicer_D,SystemA
L000305,2026-08-02,interest_rate,195413,126089,Servicer_A,SystemB
L000277,2026-05-31,current_status,133700,181449,Servicer_C,SystemA
L000133,2026-07-18,interest_rate,122273,132376,Servicer_A,SystemA
L000142,2026-06-26,current_status,191659,96125,Servicer_B,SystemB
L000466,2026-07-24,current_status,185125,186804,Servicer_D,SystemB
L000457,2026-08-21,interest_rate,118993,99042,Servicer_D,SystemA
L000273,2026-05-21,interest_rate,144608,167647,Servicer_D,SystemB
L000219,2026-06-22,current_balance,116143,143832,Servicer_C,SystemB
L000382,2026-06-15,current_balance,164064,160256,Servicer_A,SystemA
L000291,2026-07-03,current_status,177782,114110,Servicer_B,SystemB
L000048,2026-05-23,interest_rate,103386,90579,Servicer_A,SystemB
L000144,2026-08-02,current_balance,140034,151047,Servicer_A,SystemB
L000064,2026-08-03,current_status,174053,167569,Servicer_A,SystemA
L000180,2026-08-09,current_balance,191632,91668,Servicer_B,SystemB
L000489,2026-06-06,current_balance,110714,171844,Servicer_D,SystemA
L000166,2026-06-05,interest_rate,144705,96321,Servicer_C,SystemB
L000342,2026-08-14,interest_rate,168658,188139,Servicer_B,SystemB
L000314,2026-07-09,current_balance,166030,154621,Servicer_C,SystemB
L000308,2026-07-20,current_balance,160962,128456,Servicer_D,SystemA
L000408,2026-06-26,current_status,187716,157479,Servicer_D,SystemB
L000208,2026-06-30,current_status,123972,164449,Servicer_D,SystemA
L000380,2026-07-12,current_status,145283,144227,Servicer_C,SystemB
L000180,2026-08-15,interest_rate,139291,134404,Servicer_A,SystemB
L000483,2026-06-14,interest_rate,132140,141464,Servicer_C,SystemB
L000388,2026-07-12,current_balance,187375,141513,Servicer_A,SystemA
L000233,2026-06-27,current_balance,161318,172666,Servicer_D,SystemA
L000168,2026-08-19,current_balance,147190,189737,Servicer_B,SystemA
L000489,2026-07-01,interest_rate,135946,160041,Servicer_A,SystemA
L000188,2026-08-04,current_balance,118959,143835,Servicer_B,SystemA
L000361,2026-05-19,interest_rate,192909,167331,Servicer_A,SystemA
L000187,2026-07-17,current_status,106963,175337,Servicer_D,SystemA
L000369,2026-05-30,current_balance,121034,161555,Servicer_A,SystemB
L000319,2026-08-20,current_balance,165594,189881,Servicer_A,SystemA
L000388,2026-08-09,interest_rate,121386,184489,Servicer_C,SystemB
L000051,2026-07-27,current_status,104247,102380,Servicer_B,SystemB
L000050,2026-07-17,interest_rate,129854,95897,Servicer_C,SystemB
L000304,2026-06-07,current_status,192678,109335,Servicer_A,SystemB
L000009,2026-08-20,current_status,113105,148380,Servicer_A,SystemB
L000153,2026-07-17,current_balance,190160,183276,Servicer_A,SystemB
L000260,2026-08-06,current_balance,110482,124166,Servicer_A,SystemB
L000011,2026-07-25,current_balance,127872,173189,Servicer_C,SystemA
L000202,2026-06-28,current_status,145966,112020,Servicer_C,SystemA
L000173,2026-06-20,current_balance,171538,132616,Servicer_D,SystemA
L000375,2026-07-18,interest_rate,142067,158867,Servicer_B,SystemA
L000035,2026-07-13,current_balance,189683,109643,Servicer_D,SystemA
L000280,2026-08-11,current_status,176758,137232,Servicer_B,SystemB
L000270,2026-08-04,current_status,128967,145018,Servicer_A,SystemA
L000327,2026-08-03,current_status,124338,103873,Servicer_C,SystemB
L000128,2026-06-11,current_status,143627,137451,Servicer_B,SystemB
L000197,2026-06-11,current_status,195590,94291,Servicer_D,SystemA
L000224,2026-06-03,current_status,146633,182552,Servicer_A,SystemA
L000215,2026-06-15,interest_rate,198171,137558,Servicer_D,SystemB
L000358,2026-07-27,interest_rate,106757,138811,Servicer_A,SystemB
L000382,2026-06-09,current_status,106918,146696,Servicer_A,SystemA
L000283,2026-05-28,interest_rate,186146,122944,Servicer_B,SystemA
L000470,2026-06-05,current_balance,192361,142645,Servicer_D,SystemB
L000253,2026-07-14,interest_rate,163532,178993,Servicer_C,SystemB
L000187,2026-07-05,current_balance,104125,187255,Servicer_C,SystemB
L000152,2026-05-19,current_status,191256,148973,Servicer_B,SystemB
L000001,2026-06-02,current_status,148689,181048,Servicer_C,SystemA
L000061,2026-06-05,current_balance,163205,146603,Servicer_D,SystemA
L000445,2026-07-02,current_status,143739,111857,Servicer_B,SystemB
L000290,2026-06-03,interest_rate,182029,90353,Servicer_C,SystemA
L000202,2026-06-06,interest_rate,182885,162785,Servicer_A,SystemA
L000159,2026-05-20,interest_rate,182845,142961,Servicer_C,SystemA
L000146,2026-07-05,current_status,184873,188843,Servicer_C,SystemB
L000253,2026-08-05,interest_rate,168927,130343,Servicer_C,SystemB
L000244,2026-07-26,current_balance,125839,113260,Servicer_B,SystemA
L000009,2026-08-18,current_balance,112975,108279,Servicer_B,SystemA
L000391,2026-08-17,interest_rate,179974,95233,Servicer_D,SystemA
L000383,2026-08-22,current_balance,130110,138920,Servicer_D,SystemB
L000103,2026-07-26,interest_rate,151766,186824,Servicer_A,SystemA
L000099,2026-07-21,interest_rate,139024,174218,Servicer_D,SystemB
L000132,2026-08-15,interest_rate,195734,114367,Servicer_B,SystemB
L000130,2026-06-25,current_status,120174,127164,Servicer_A,SystemB
L000147,2026-08-20,current_balance,161119,132257,Servicer_A,SystemA
L000023,2026-07-28,current_status,132299,172713,Servicer_C,SystemB
L000035,2026-08-02,current_balance,170985,161723,Servicer_B,SystemA
L000169,2026-07-24,current_status,142404,128425,Servicer_A,SystemB
L000286,2026-06-05,interest_rate,114985,128647,Servicer_B,SystemA
L000249,2026-06-10,current_status,145308,103124,Servicer_C,SystemB
L000004,2026-08-15,current_status,150072,187946,Servicer_B,SystemB
L000419,2026-07-10,current_status,115856,157645,Servicer_C,SystemB
L000091,2026-08-13,current_balance,171691,142171,Servicer_A,SystemA
L000471,2026-08-24,current_status,129271,159188,Servicer_D,SystemA
L000153,2026-06-20,current_status,114740,110888,Servicer_B,SystemA
L000214,2026-07-06,current_status,195403,122191,Servicer_B,SystemA
L000401,2026-06-15,current_status,131553,93367,Servicer_C,SystemB
L000407,2026-05-21,interest_rate,155545,111340,Servicer_C,SystemA
L000251,2026-06-04,interest_rate,146176,150619,Servicer_B,SystemA
L000399,2026-08-19,interest_rate,156150,98129,Servicer_B,SystemA
L000014,2026-05-21,current_status,192362,121855,Servicer_B,SystemA
L000133,2026-07-13,current_status,198524,110865,Servicer_B,SystemB
L000233,2026-07-02,interest_rate,111177,123641,Servicer_B,SystemB
L000378,2026-06-15,current_balance,154992,124328,Servicer_A,SystemB
L000041,2026-07-01,current_balance,159818,142381,Servicer_A,SystemA
L000229,2026-08-24,interest_rate,139445,171228,Servicer_B,SystemA
L000013,2026-06-10,current_balance,110072,103351,Servicer_A,SystemB
L000470,2026-08-19,current_balance,136293,181310,Servicer_C,SystemA
L000272,2026-08-09,current_status,197213,131339,Servicer_C,SystemB
L000087,2026-06-29,current_status,182097,162218,Servicer_A,SystemA
L000317,2026-08-18,current_status,121599,170770,Servicer_C,SystemB
L000329,2026-08-12,current_balance,195160,145836,Servicer_A,SystemB
L000124,2026-06-18,interest_rate,147572,114059,Servicer_A,SystemB
L000411,2026-08-18,interest_rate,158406,136175,Servicer_D,SystemA
L000180,2026-08-12,current_balance,139880,168433,Servicer_B,SystemA
L000242,2026-07-05,current_status,162535,133049,Servicer_B,SystemA
L000332,2026-08-08,current_status,144913,185955,Servicer_B,SystemB
L000376,2026-06-20,interest_rate,164569,165491,Servicer_B,SystemA
L000398,2026-07-08,current_balance,148038,93267,Servicer_B,SystemA
L000425,2026-07-07,current_balance,194841,99165,Servicer_D,SystemB
L000292,2026-08-02,current_status,176190,180046,Servicer_D,SystemA
L000239,2026-08-16,current_balance,136063,137640,Servicer_D,SystemA
L000127,2026-05-18,interest_rate,177442,150823,Servicer_C,SystemB
L000022,2026-07-31,interest_rate,145123,118616,Servicer_C,SystemA
L000443,2026-08-10,interest_rate,117764,159057,Servicer_B,SystemA
L000090,2026-08-03,current_balance,161019,96381,Servicer_D,SystemB
L000256,2026-07-01,current_status,182753,108123,Servicer_B,SystemB
L000481,2026-07-18,current_status,187054,115346,Servicer_A,SystemA
L000159,2026-07-24,current_balance,154877,159946,Servicer_B,SystemB
L000060,2026-07-10,current_status,100559,124953,Servicer_C,SystemB
L000291,2026-07-28,interest_rate,191957,145274,Servicer_C,SystemA
L000008,2026-08-24,interest_rate,199825,122969,Servicer_A,SystemB
L000306,2026-06-20,current_balance,179835,188255,Servicer_B,SystemA
L000230,2026-08-11,interest_rate,194209,168465,Servicer_C,SystemA
L000418,2026-07-09,current_status,184215,146687,Servicer_B,SystemB
L000284,2026-06-27,current_balance,122285,141692,Servicer_A,SystemB
L000370,2026-06-23,interest_rate,196423,159414,Servicer_A,SystemB
L000121,2026-07-23,current_balance,185738,104031,Servicer_B,SystemA
L000485,2026-06-17,interest_rate,159679,100938,Servicer_D,SystemB
L000367,2026-06-29,current_balance,144269,188420,Servicer_D,SystemA
L000256,2026-05-18,interest_rate,176036,122846,Servicer_B,SystemA
L000176,2026-06-21,current_balance,172788,142206,Servicer_D,SystemB
L000440,2026-06-26,interest_rate,149435,156048,Servicer_C,SystemA
L000313,2026-05-22,current_status,186512,186602,Servicer_A,SystemB
L000139,2026-06-19,current_balance,199305,131478,Servicer_C,SystemB
L000411,2026-06-28,current_status,146213,163764,Servicer_B,SystemA
L000407,2026-05-26,current_balance,145993,136545,Servicer_C,SystemB
L000385,2026-06-07,current_status,143779,178815,Servicer_D,SystemB
L000497,2026-06-14,interest_rate,193243,132309,Servicer_D,SystemA
L000092,2026-08-23,current_status,198582,124419,Servicer_C,SystemA
L000200,2026-08-13,current_status,109720,121128,Servicer_C,SystemB
L000432,2026-07-26,current_status,185264,90745,Servicer_A,SystemA
L000335,2026-05-18,interest_rate,178004,148964,Servicer_B,SystemA
L000202,2026-07-04,interest_rate,121366,147838,Servicer_C,SystemB
L000363,2026-06-03,current_status,107354,142948,Servicer_A,SystemA
L000371,2026-07-20,current_status,135690,100681,Servicer_C,SystemA
L000398,2026-05-19,interest_rate,158346,91881,Servicer_A,SystemA
L000111,2026-08-08,current_balance,167779,93557,Servicer_B,SystemB
L000055,2026-07-23,interest_rate,183929,168082,Servicer_A,SystemB
L000499,2026-07-17,current_balance,131201,184697,Servicer_A,SystemB
L000310,2026-06-26,interest_rate,159502,92622,Servicer_B,SystemA
L000461,2026-06-29,interest_rate,184041,105233,Servicer_A,SystemA
L000121,2026-08-08,current_status,127256,144566,Servicer_D,SystemA
L000446,2026-06-15,interest_rate,100684,148134,Servicer_A,SystemA
L000261,2026-07-07,current_status,125201,130743,Servicer_D,SystemB
L000465,2026-07-13,interest_rate,119690,101154,Servicer_D,SystemB
L000177,2026-06-19,interest_rate,131489,146080,Servicer_B,SystemA
L000100,2026-06-18,current_status,137588,130614,Servicer_D,SystemA
L000198,2026-07-07,interest_rate,195068,138512,Servicer_B,SystemA
L000371,2026-08-04,interest_rate,190333,170706,Servicer_D,SystemA
L000224,2026-06-17,current_balance,199423,125815,Servicer_C,SystemA
L000049,2026-08-03,current_balance,103582,120648,Servicer_A,SystemB
L000236,2026-07-02,interest_rate,194574,102076,Servicer_C,SystemB
L000377,2026-07-13,current_balance,120919,98437,Servicer_A,SystemA
L000219,2026-07-17,current_balance,173102,166180,Servicer_A,SystemB
L000096,2026-07-02,interest_rate,159909,162070,Servicer_C,SystemB
L000008,2026-07-20,current_balance,150852,170446,Servicer_C,SystemA
L000072,2026-05-18,current_status,199296,181598,Servicer_D,SystemA
L000382,2026-06-29,current_balance,108387,173259,Servicer_C,SystemA
L000363,2026-07-17,current_balance,199821,106873,Servicer_B,SystemA
L000101,2026-08-07,current_balance,107851,152763,Servicer_C,SystemA
L000465,2026-06-24,current_balance,168420,110938,Servicer_A,SystemA
L000141,2026-07-03,current_status,128608,153216,Servicer_C,SystemA
L000219,2026-07-19,interest_rate,160617,178901,Servicer_D,SystemA
L000227,2026-07-20,current_balance,145487,164900,Servicer_A,SystemB
L000194,2026-07-29,current_status,118889,162738,Servicer_A,SystemB
L000021,2026-08-23,current_balance,198197,178259,Servicer_C,SystemB
L000326,2026-07-09,current_balance,169783,180872,Servicer_D,SystemA
L000301,2026-07-24,current_status,161769,106277,Servicer_C,SystemA
L000010,2026-08-21,current_balance,150504,142369,Servicer_A,SystemB
L000194,2026-07-25,current_balance,110915,132070,Servicer_A,SystemB
L000293,2026-07-25,current_status,164593,185994,Servicer_A,SystemB
L000029,2026-07-09,interest_rate,161945,182145,Servicer_D,SystemB
L000111,2026-05-21,interest_rate,160983,112839,Servicer_B,SystemA
L000142,2026-08-11,current_status,117640,160417,Servicer_C,SystemA
L000162,2026-06-07,interest_rate,173984,187167,Servicer_C,SystemB
L000314,2026-07-02,interest_rate,140163,104706,Servicer_C,SystemB
L000264,2026-08-09,current_balance,186462,113379,Servicer_D,SystemB
L000227,2026-06-26,interest_rate,124331,159507,Servicer_B,SystemA
L000201,2026-06-11,current_balance,105693,115127,Servicer_B,SystemA
